Resource Identifier,Title,Alternative Title,Creator,Image,Weblog,Description,Subject,Date,Type,Format,Source,Language,Contributor,Annotates,Access Rights
2020.2.156.27,Cholo Van with Popo and Izta,,Luis Jiménez,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020215627-2.jpg,,"Luis Jiménez Cholo Van with Popo and Ixta, 1997 Color lithograph on paper, 52.5” x 39"" Mexic-Arte Museum Collection 2020.2.156.25 Gift of Juan Antonio Sandoval Jr. In his print Cholo Van with Popo and Izta, Jiménez portrayed the Aztec legend of Popo and Izta in a “moving mural” decorating a van driven by a Chicano cholo. The lovers Popocatépetl and Iztaccíhuatl are symbolized in the twin volcanoes of Mexico. His imagery shows the synthesis of Mexican and Chicano cultural expression, contextualized within American popular culture. This work also represents the artist’s lifelong fascination with automobiles, which are a critical part of the U.S. economy, industry, and society. Proud of his Chicano roots, Luis Jiménez (1940-2006) was an El Paso, Texas native, best known for his large-scale, brightly colored sculptures immersed in the Chicano iconography of Texas and New Mexico. Jiménez studied art and architecture at The University of Texas in Austin and El Paso. He eventually traveled to Mexico to study the famous Mexican muralists Diego Rivera and José Clemente Orozco, and was also influenced by regionalists Thomas Hart Benton and Grant Wood. After completing school, he went to work for his father making neon signs and car decals. In 1966 Jiménez moved to New York and joined the Pop Art scene, making painted fiberglass figurative works inspired by the everyday lives of Latinos living in the Southwest. His work shows his concern for working-class people and those who have suffered from discrimination. Jimenez was and remains respected in Latino communities for his perspective and narrative of the culture of Mexico and the Southwest. His artwork emulates popular Cholo car culture, demonstrated in his use of fiberglass, spray paint, and imagery consisting of Aztec emperors, border crossing, and vaqueros riding wild broncos. His works are in the collections of the Albuquerque Museum, the Smithsonian American Art Museum in Washington, D.C., the El Paso Museum of Art, the Metropolitan Museum of Art in New York, the Art Institute of Chicago, and the Museum of Fine Arts in Houston, among others.",Border Cholo Van Aztec Legend Love Marriage Luis Jimenez. Color lithograph. Print,1997,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.156.28,Texas Waltz,,Luis Jiménez,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020215628-2.jpg,,"Luis Jiménez Texas Waltz, 1985 Color lithograph on paper, 56"" x 39"" Mexic-Arte Museum Collection 2020.2.156.28 Gift of Juan Antonio Sandoval Jr. Luis Jiménez created a series of artworks featuring dancers in honky tonks, dance halls, and fiestas. In the work, a mature looking couple dance the Texas Waltz, a contemporary style of the traditional waltz. The waltz originated in Europe in the 1700s, and was considered provocative as couples held each other closely as they danced. Here, a man waltzes with his partner, who embraces him tightly. The artist used energetic lines to denote action, and a bold red color in the woman’s top to indicate passion. The artist in other works depicted traditional Mexican dance, as in The Fiesta Jarabe sculpture, of which there exists five versions. His Fiesta sculpture represents the Mexican jarabe folk dance, often called the Mexican hat dance. One of his Fiesta Jarabe sculptures can be found at the Otay Mesa Port of Entry near San Diego, California. The sculpture was purchased by the U.S. federal government and erected in 1991. Describing the sculpture at Otay Mesa, Jiménez said, “It is a project that I thought of as a kind of bridge. I grew up on the border. I saw [immigrant] families crossing. My father was [an undocumented immgrant] from the time he was nine until I was born, when he was twenty-five. I decided that’s what I would focus on, and I’ll title it Fiesta, and people on both sides of the border will be able to relate to it.”",Border Dance Movement Luis Jimenez. Color lithograph. Print,1985,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.4.9,Antropofagio: Radio Flyer,,Francisco Delgado,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020249.jpg,,"Francisco Delgado Antropofagia: Radio Flyer, 2014 Oil on canvas, 60” x 72.5” Mexic-Arte Museum Collection 2020.2.4.9 Gift of Juan Antonio Sandoval Jr. Using Renaissance perspective and chiaroscuro, Francisco Delgado’s painting is a visual metaphor for his life living and working in the borderland of El Paso. Despite the rocks and cacti obstructing his passage, a young man wearing only shorts and Nike shoes plows his Radio Flyer tricycle forward. Oddly, the tricycle rider is headless, and his face is on his stomach. According to the artist, his imagery was inspired by the Brazilian poet Oswald de Andrade’s 1928 Manifesto Antropófago (Anthropophagist Manifesto). Its argument is that colonized countries, such as Brazil, should ingest the culture of the colonizer and digest it in its own way. Delgado refers to this “cultural cannibalism” to explain how “Chicanos ingest American culture, and we make it our own.” The artist combines this cannibal concept with the Blemmyae, headless human figures with faces on their torsos, as found in Greek and Roman mythology and medieval art. Francisco Delgado was born on November 3, 1974 in Ciudad Juárez, and grew up in El Paso’s Segundo Barrio. He received his Master of Fine Arts from the Yale School of Art. His Bordeño artworks are informed by the social and cultural struggles inherent to life on the Mexican and United States border. His artwork addresses issues of identity, race, cultural traditions, and government policies that affect migration and immigrants. In his own words, Delgado says “I am a visual artist with an artistic focus on social issues”. He visually represents the history of his community and creates a dialogue for social change. Often using dark humor or satire to depict his narratives, his artwork highlights the struggles of underrepresented people along the border. A prolific artist, Delgado works in painting, drawing, printmaking, and has also produced community murals. His works have been published in books, exhibited in national and international art exhibitions and community institutions. Francisco currently resides, teaches, and creates artwork in El Paso. A shirtlessboy riding his tricycle through rock and cactus in what looks like a back alley, and behind him lays an upside down plastic pool",Border Cannibalism Consumerism Nike Tricycle El Paso. Oil. Painting,2014,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.239.1,El Pantalón Rosa,,César A. Martinez,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202022391.jpg,,"César A. Martinez El Pantalón Rosa, 1992 Color lithograph on paper, 43.5” x 30.75” Mexic-Arte Museum Collection 2020.2.231.1 Gift of Juan Antonio Sandoval Jr. ""Originally, I had done a linoleum and wood-block print of El Pantalón Rosa. When I decided to do a lithograph of the same subject, I utilized the original wood-block with the wood texture by transferring the texture to a metal lithographic plate. Same for the shirt, but from another original plate. Everything else, in the different colors was drawn on metal lithographic plates, and then it was printed from the metal lithographic plates on a lithographic press. The date is 1992 and the printer was Peter Webber of Austin, Texas."" - César A. Martínez César A. Martínez was born in Laredo Texas, in 1944, and current;y lives in San Antonio, Texas. He was raised by his mother and her family in Laredo, because his father died when he was less than one year old. While studying art at Texas A&I College, and later Texas A&I University (renamed Texas A & M University, Kingsville), he became marginally involved in the Chicano Movement for civil rights. Eventually, he became an historical figure in the Chicano art movement. His colorful portraits represent real people from his life, many of them based on photographs. According to Martínez, “I’ve never really done art that I would say is political. But I think the kind of art that becomes politicized, as in my case and in many of my contemporaries, is simply because it had a Chicano perspective or Chicano imagery. The Chicano Movement was a renaissance in thinking about us and in creating those institutions and images and writings that reflected who we are. They were non-existent at that time, we had nothing to relate to, so we had to make it up as we went along. And that was the road to a deeper understanding of who we are. A man standing in front of a colored wood background. The paper is off center due to the signature.",Portrait Border Cholo Clothes Fashion Style Cesar Martinez. Color lithograph. Print,1992,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.156.29,Rose Tattoo,,Luis Jiménez,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020215629.jpg,,"Luis Jiménez Rose Tattoo, 1983 Color lithograph on paper, 27.5” x 35.25” Mexic-Arte Museum Collection 2020.2.156.29 Gift of Juan Antonio Sandoval Jr. Proud of his Chicano roots, Luis Jiménez (1940-2006) was an El Paso, Texas native, best known for his large-scale, brightly colored sculptures immersed in the Chicano iconography of Texas and New Mexico. Jiménez studied art and architecture at The University of Texas in Austin and El Paso. He eventually traveled to Mexico to study the famous Mexican muralists Diego Rivera and José Clemente Orozco, and was also influenced by regionalists Thomas Hart Benton and Grant Wood. After completing school, he went to work for his father making neon signs and car decals. In 1966 Jiménez moved to New York and joined the Pop Art scene, making painted fiberglass figurative works inspired by the everyday lives of Latinos living in the Southwest. His work shows his concern for working-class people and those who have suffered from discrimination. Jimenez was and remains respected in Latino communities for his perspective and narrative of the culture of Mexico and the Southwest. His artwork emulates popular Cholo car culture, demonstrated in his use of fiberglass, spray paint, and imagery consisting of Aztec emperors, border crossing, and vaqueros riding wild broncos. His works are in the collections of the Albuquerque Museum, the Smithsonian American Art Museum in Washington, D.C., the El Paso Museum of Art, the Metropolitan Museum of Art in New York, the Art Institute of Chicago, and the Museum of Fine Arts in Houston, among others.",Border Car Luis Jimenez. Color lithograph. Print,1983,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.156.30,Reflejo del Chuco,,Luis Jiménez,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020215630.jpg,,"Luis Jiménez Reflejo del Chuco, 2001 Color lithograph on paper, 27.5” x 34.5” Mexic-Arte Museum Collection 2020.2.156.30 Gift of Juan Antonio Sandoval Jr. A woman in a green dress next to a orange car with a man inside, and a shirtless man walks behind the car on the street. Proud of his Chicano roots, Luis Jiménez (1940-2006) was an El Paso, Texas native, best known for his large-scale, brightly colored sculptures immersed in the Chicano iconography of Texas and New Mexico. Jiménez studied art and architecture at The University of Texas in Austin and El Paso. He eventually traveled to Mexico to study the famous Mexican muralists Diego Rivera and José Clemente Orozco, and was also influenced by regionalists Thomas Hart Benton and Grant Wood. After completing school, he went to work for his father making neon signs and car decals. In 1966 Jiménez moved to New York and joined the Pop Art scene, making painted fiberglass figurative works inspired by the everyday lives of Latinos living in the Southwest. His work shows his concern for working-class people and those who have suffered from discrimination. Jimenez was and remains respected in Latino communities for his perspective and narrative of the culture of Mexico and the Southwest. His artwork emulates popular Cholo car culture, demonstrated in his use of fiberglass, spray paint, and imagery consisting of Aztec emperors, border crossing, and vaqueros riding wild broncos. His works are in the collections of the Albuquerque Museum, the Smithsonian American Art Museum in Washington, D.C., the El Paso Museum of Art, the Metropolitan Museum of Art in New York, the Art Institute of Chicago, and the Museum of Fine Arts in Houston, among others.",Border Luis Jimenez Automobile. Color lithograph. Print,2001,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.4.10,Carnal,,Francisco Delgado,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/20202410-2.jpg,,"Francisco Delgado Brother/Carnal, 1997 Oil on wood panel, 48” x 36” Mexic-Arte Museum Collection 2020.2.4.10 Gift of Juan Antonio Sandoval Jr. El Paso artist Francisco Delgado references the Christian saint and martyr St. Sebastian (AD 256 – 288) who was bound to a tree or post and shot with arrows by Roman soldiers after he refused to deny his faith, as ordered by Emperor Diocletian. Rescued and healed by St. Irene, St. Sebastian later was clubbed to death by the Romans. Inspired by Renaissance paintings honoring this saint, Delgado pays homage to Mexican and Chicano hipsters, pachucos, who were attacked by U.S. servicemen and arrested during the Zoot Suit Riots in Los Angeles, June 3 – 8, 1943. The history of the zoot suit is complex. Pachucos wore zoot suits prior to and during World War II, but they did not invent them, nor did they wear them exclusively. Zoot suits were first worn by African American jazz musicians that toured around the country. Jazz aficionados popularized them by wearing them to dances, and they grew widespread from there. In Los Angeles, they were worn by African Americans, Mexican Americans, Japanese Americans, and ethnic whites including Italian Americans and Jewish Americans, among others. Francisco Delgado was born on November 3, 1974 in Ciudad Juárez, and grew up in El Paso’s Segundo Barrio. He received his Master of Fine Arts from the Yale School of Art. His Bordeño artworks are informed by the social and cultural struggles inherent to life on the Mexican and United States border. His artwork addresses issues of identity, race, cultural traditions, and government policies that affect migration and immigrants. In his own words, Delgado says “I am a visual artist with an artistic focus on social issues”. He visually represents the history of his community and creates a dialogue for social change. Often using dark humor or satire to depict his narratives, his artwork highlights the struggles of underrepresented people along the border. A prolific artist, Delgado works in painting, drawing, printmaking, and has also produced community murals. His works have been published in books, exhibited in national and international art exhibitions and community institutions. Francisco currently resides, teaches, and creates artwork in El Paso. A painting of a pachuco in a suit with arrows in his chest and ropes around his arms",Portrait Border Pachuco Saint Martyr Zoot Suit. Oil. Painting,1997,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.156.31,Howl,,Luis Jiménez,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020215631.jpg,,"Luis Jiménez Howl, 1977 Color lithograph on paper, 44.5"" x 34"" Mexic-Arte Museum Collection 2020.2.156.31 Gift of Juan Antonio Sandoval Jr. Howl by Luis Jiménez portrays a lone wolf howling at the full moon that rises above snow capped mountains. The wolf’s howl is transformed into the title of the work. Wolves, like this Mexican wolf, communicate with their pack by howling; this vocalization communicates their location and marks their territory; serves as a warning to rivals or signals a threat of intruders. Besides expressing affection through their howling, wolves express other emotions. Here, the “howl” vibrates above, resonating with rage, pain, and warning. Jiménez used the color red to emphasize these strong emotions. Note that the letter “l” in the word “howl” resembles the wolf’s raised right paw. The wolf is enraged as his species is endangered. Humans continue to hunt wolves for pelts and bounty. The wolf also painfully mourns the vanishing Western landscape and the diminishing presence of the Original Americans. The howl is a warning to humanity to protect and preserve the natural landscape and animal life. The Mexican wolf also symbolizes how Mexican immigrants have been hunted by the border patrol and vigilantes at border crossings. This work is a visual metaphor for the artist Jiménez, who for years before he gained critical recognition was perceived as an outsider: a “lone wolf.” Born in El Paso, he was an artist fiercely proud of his Mexican roots who celebrated the everyday culture of the Southwest. He howled especially for his people, Mexicans and Chicanos, and their ongoing struggle for social mobility and social justice in the borderland and beyond. Proud of his Chicano roots, Luis Jiménez (1940-2006) was an El Paso, Texas native, best known for his large-scale, brightly colored sculptures immersed in the Chicano iconography of Texas and New Mexico. Jiménez studied art and architecture at The University of Texas in Austin and El Paso. He eventually traveled to Mexico to study the famous Mexican muralists Diego Rivera and José Clemente Orozco, and was also influenced by regionalists Thomas Hart Benton and Grant Wood. After completing school, he went to work for his father making neon signs and car decals. In 1966 Jiménez moved to New York and joined the Pop Art scene, making painted fiberglass figurative works inspired by the everyday lives of Latinos living in the Southwest. His work shows his concern for working-class people and those who have suffered from discrimination. Jimenez was and remains respected in Latino communities for his perspective and narrative of the culture of Mexico and the Southwest. His artwork emulates popular Cholo car culture, demonstrated in his use of fiberglass, spray paint, and imagery consisting of Aztec emperors, border crossing, and vaqueros riding wild broncos. His works are in the collections of the Albuquerque Museum, the Smithsonian American Art Museum in Washington, D.C., the El Paso Museum of Art, the Metropolitan Museum of Art in New York, the Art Institute of Chicago, and the Museum of Fine Arts in Houston, among others.",Border Fauna Wolf Environment Nature Luis Jimenez. Color lithograph. Print,1977,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.85.28,U.S. Camel Corps - c- 1855,,José Cisneros,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202028528.jpg,,"José Cisneros U.S. Camel Corps - c- 1855, 1992 Pen and ink on paper, 24” x 20” Mexic-Arte Museum Collection 2020.2.85.28 Gift of Juan Antonio Sandoval Jr. Jose Cisneros (1910-2009) has been described as a leading historical illustrator of the Southwest. While he was a painter, wood carver, writer and muralist, his primary focus was recording the history of the Southwest border region through his illustrations. Born in Villa Ocampo, Mexico, Jose eventually moved to Juarez with his family in 1925 where he obtained a school passport to attend the Lydia Patterson Institute in El Paso, Texas. While enrolled in a painting class, he discovered during one of the lessons that he was color blind. Two years later, he was forced to quit school to help financially support his family. He procured a position at El Paso’s White House Department Store, where he designed displays and began to draw on Poster Board. He introduced himself to artist Tom Lea, which led to an invitation for Cisneros to exhibit his work at the El Paso Public Library in 1938. His work was so popular that his exhibit was extended for two weeks, and was eventually exhibited in Juarez. Later, he was invited to illustrate many books and printing projects through a long-term collaboration with Carl Hertzog, the famous typographer, book designer, and publisher. During this time, he designed the coat of arms for the city of Juarez, and eventually the seal for The University of Texas at El Paso. Among his many honors are the Americanism Award given to him by the Daughters of the American Revolution; he was knighted by Pope John Paul II in 1990, and was given the Order of Civil Merit by King Juan Carlos I of Spain in 1991. In 2001, he received the National Humanities Medal presented by President George W. Bush. Jose Cisneros remained a lifelong resident of El Paso, Texas up until his death on November 14th, 2009.",Border Jose Cisneros Camel. Pen and ink. Drawing,1992,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.226.2,Las Peleoneras,,Carmen Lomas Garza,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202022262.jpg,,"Carmen Lomas Garza Las Peleoneras, 1988 Color lithograph on paper, 32.5” x 39.5” Mexic-Arte Museum Collection 2020.2.226.2 Gift of Juan Antonio Sandoval Jr. Chicana artist and illustrator Carmen Lomas Garza created a series of artworks in which she visually shares memories of growing up in Kingsville, Texas. Here, she presents two women fighting in the center of this print. We have no idea why the two rivals are brawling in front of the El Rio bar. On either side of the two women, onlookers watch the fight. Looking through the port windows of the front door, a man and woman observe the combatants with curiosity. Symbolizing anger and treachery, a small black dog barks at the women, while a full moon floats in the dark sky. The artist stimulates our imagination, so that we can complete our own version of her story. A narrative artist, Carmen Lomas Garza is a skillful storyteller who specializes in relating to her Mexican American heritage. Carmen Lomas Garza is an award winning artist-educator, who was born in Kingsville, Texas in 1948. She attended Texas A & I University (renamed Texas A & M University, Kingsville), Juarez-Lincoln/Antioch Graduate School, and San Francisco State University. The artist is known for her use of papel picado in large ofrendas. She describes her life as an artist: “At the age of thirteen, I decided to become a visual artist and pursue every opportunity to advance my knowledge of art in institutions of higher education. The Chicano Movement of the late 1960s inspired the dedication of my creativity to the depiction of special and everyday events in the lives of Mexican Americans based on my memories and experiences in South Texas. I saw the need to create images that would elicit recognition and appreciation among Mexican Americans, both adults and children, while at the same time serve as a source of education for others not familiar with our culture. It has been my objective since 1969 to make paintings, prints, installations for Day of the Dead, paper and metal cutouts that instill pride in our history and culture in American society.” Two women fighting and pulling each others hair outside of a dance club while a group of people look on",Border Fight Bar Club Carmen Lomas Garza. Color lithograph. Print,1988,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.85.30,Spanish Bullfighter on Horseback c. 1700,,José Cisneros,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202028530.jpg,,"José Cisneros Spanish Bullfighter on Horseback c. 1700, n.d. Serigraph on paper, 20.5” x 17” Mexic-Arte Museum Collection 2020.2.85.30 Gift of Juan Antonio Sandoval Jr. The drawing of this bullfighter, or most likely a “Caballero en Playa,” depicts a non-professional bullfighter armed with the rejon, which is a wooden pole with a barb at the end used to taunt and punish the bull. José Cisneros (1910-2009) has been described as a leading historical illustrator of the Southwest. While he was a painter, wood carver, writer and muralist, his primary focus was recording the history of the Southwest border region through his illustrations. Born in Villa Ocampo, Mexico, José eventually moved to Juarez with his family in 1925 where he obtained a school passport to attend the Lydia Patterson Institute in El Paso, Texas. While enrolled in a painting class, he discovered during one of the lessons that he was color blind. Two years later, he was forced to quit school to help financially support his family. He procured a position at El Paso’s White House Department Store, where he designed displays and began to draw on Poster Board. He introduced himself to artist Tom Lea, which led to an invitation for Cisneros to exhibit his work at the El Paso Public Library in 1938. His work was so popular that his exhibit was extended for two weeks, and was eventually exhibited in Juarez. Later, he was invited to illustrate many books and printing projects through a long-term collaboration with Carl Hertzog, the famous typographer, book designer, and publisher. During this time, he designed the coat of arms for the city of Juarez, and eventually the seal for The University of Texas at El Paso. Among his many honors are the Americanism Award given to him by the Daughters of the American Revolution; he was knighted by Pope John Paul II in 1990, and was given the Order of Civil Merit by King Juan Carlos I of Spain in 1991. In 2001, he received the National Humanities Medal presented by President George W. Bush. José Cisneros remained a lifelong resident of El Paso, Texas up until his death on November 14th, 2009. The drawing of this bullfighter, or most likely a “Caballero en Playa,” depicts a non-professional bullfighter armed with the rejon, which is a wooden pole with a barb at the end used to taunt and punish the bull. Este torero o más bien “Caballero en Playa,” es una representación de un torero no profesional armado con un rejón, lo cual es una lanza de madera con una lengüeta en la punta que se usa para castigar al toro.",Border Bullfighter Horse Animal Spear Jose Cisneros. Serigraph. Print,,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
